Q=[
[ 236.000000,	54.000000,	5.000000,	33.000000,	42.000000,	]
[ 1451.879272,	1976.359009,	339.326691,	400.192596,	1976.606201,	1828.799194,	786.007446,	802.383606,	236.331100,	761.148315,	346.131622,	663.924255,	1989.404541,	675.691833,	803.975281,	76.514801,	868.217712,	1924.694214,	224.592712,	88.426773,	381.968231,	1964.217407,	662.727783,	514.554749,	240.333542,	683.128052,	1976.359009,	669.798767,	690.923279,	822.387573,	386.993134,	0.000000,	120.368820,	1900.908691,	665.455994,	548.829163,	792.482605,	389.302612,	1056.506958,	553.418213,	495.312469,	201.374817,	543.682739,	299.599701,	681.636475,	707.430725,	706.202759,	439.686951,	469.481323,	665.455994,	669.447571,	822.336731,	201.374817,	1413.964600,	440.535797,	637.861938,	765.204651,	1975.252075,	674.861389,	261.781647,	381.597015,	1059.441284,	349.604462,	659.216919,	371.444855,	1971.538452,	648.940979,	663.725952,	868.593933,	286.877991,	248.219772,	852.720459,	443.837524,	530.688477,	373.503387,	683.128052,	503.475006,	1836.175781,	718.517944,	613.889648,	862.534424,	889.155029,	1056.506958,	455.511505,	544.799133,	704.269714,	677.364990,	1968.029175,	1832.100342,	261.054413,	1830.825195,	821.459351,	265.483704,	668.354797,	668.354797,	1976.359009,	658.202515,	323.706940,	266.352295,	665.661865,	740.626343,	1812.050415,	355.122742,	1971.669922,	537.979919,	1975.321289,	424.905243,	1827.152710,	648.677917,	820.242493,	3221.731689,	497.566742,	500.583069,	344.219696,	499.427551,	500.618988,	641.483887,	501.513428,	675.804504,	373.463959,	401.075073,	1981.709839,	806.200256,	1049.610962,	113.302162,	2041.115723,	433.220947,	664.180786,	530.584229,	318.962036,	381.597015,	670.827576,	502.915070,	1724.658203,	869.449341,	1986.020630,	509.704437,	868.946045,	382.575043,	713.477478,	355.801483,	458.416656,	690.335571,	615.924622,	544.363464,	409.555542,	671.819031,	498.683228,	666.263794,	408.760284,	]
[ 1343.793823,	1857.055786,	361.482880,	475.339661,	1860.015625,	1713.031250,	861.436157,	882.829590,	329.523743,	848.705078,	463.286041,	575.220459,	1870.381348,	766.531677,	892.122620,	117.945503,	951.001709,	1804.796021,	317.535217,	134.437119,	397.371582,	1844.467407,	573.618591,	612.204956,	333.383484,	593.049255,	1857.055786,	579.061951,	780.645081,	751.499512,	505.860687,	120.368820,	0.000000,	1784.567627,	575.959351,	483.288269,	873.942444,	508.120758,	936.138367,	636.425903,	594.078308,	189.262100,	431.552917,	285.560822,	771.069397,	791.194641,	619.258057,	340.230469,	523.640259,	575.959351,	579.872925,	901.865356,	189.262100,	1293.599243,	340.558289,	737.090393,	852.004700,	1856.663696,	588.731995,	317.869415,	390.507538,	939.072510,	296.622833,	568.270447,	315.216248,	1855.083740,	541.177307,	755.079773,	951.603088,	405.290131,	177.165512,	924.462036,	344.079926,	627.739624,	422.920105,	593.049255,	603.781311,	1716.029907,	809.371643,	496.929871,	794.669617,	969.180969,	936.138367,	566.356262,	493.154419,	792.597534,	592.149536,	1851.403564,	1716.712158,	141.535233,	1715.632324,	896.264771,	346.157532,	579.041870,	579.041870,	1857.055786,	569.775635,	271.543488,	147.949829,	575.258667,	674.741150,	1697.041748,	304.721649,	1852.483521,	625.832153,	1856.744141,	484.943665,	1711.655762,	528.776184,	904.844788,	3119.494873,	598.116272,	600.372559,	294.438263,	599.883118,	600.151733,	547.570801,	601.461304,	764.578003,	305.505371,	474.349213,	1862.168335,	738.096313,	929.485352,	143.657318,	1921.895630,	381.992645,	754.976379,	627.482605,	371.729950,	390.507538,	761.655579,	602.212036,	1609.129517,	952.229858,	1867.425537,	601.234375,	951.840881,	395.422638,	597.660217,	303.856110,	388.642578,	780.434143,	713.542542,	524.981812,	528.609741,	580.385315,	378.331116,	576.896545,	490.522003,	]
[ 539.918518,	239.932465,	2014.444580,	2207.625244,	919.054260,	78.350052,	2549.064209,	2585.405273,	2021.203125,	2576.208252,	2207.420898,	1589.183105,	743.271240,	2508.085938,	2618.710693,	1858.154419,	2656.105957,	305.791901,	2012.682983,	1907.358643,	2018.127319,	291.220490,	1586.574097,	2376.178711,	2023.417358,	1574.111206,	239.932465,	1572.797363,	2518.447998,	1320.856323,	2287.080322,	1900.908691,	1784.567627,	0.000000,	1583.059448,	1745.613892,	2580.604248,	2289.449951,	912.640442,	2367.875977,	2360.702393,	1879.424438,	1474.784790,	1902.302368,	2508.683838,	2511.631104,	1299.658813,	1611.671387,	2200.212646,	1583.059448,	1581.440063,	2599.708984,	1879.424438,	623.074280,	1608.808105,	2499.621338,	2577.036621,	779.161255,	1326.816284,	2047.327881,	1998.124878,	911.420532,	1803.489014,	1574.248657,	1792.667603,	925.450317,	1265.261475,	2498.586182,	2657.441650,	2160.661865,	1773.140503,	2592.115967,	1608.125977,	2389.976318,	2113.217041,	1574.111206,	2372.646240,	352.531342,	2548.564453,	1378.243408,	1322.667236,	2663.104736,	912.640442,	2349.156250,	1554.816406,	2525.884521,	1329.241699,	914.421814,	85.295029,	1656.830688,	92.402115,	2578.137695,	2000.388672,	1583.636108,	1583.636108,	239.932465,	1592.614746,	1806.614990,	1656.978516,	1576.397095,	1392.926270,	112.387672,	1811.103516,	226.036087,	2369.298096,	780.140930,	2183.974854,	86.262024,	1266.334351,	2619.393066,	2248.406738,	2367.559570,	2368.493164,	1812.948242,	2369.117676,	2367.850830,	1319.641479,	2369.808838,	2500.850830,	1754.650879,	2203.134277,	269.094574,	1347.235962,	891.574158,	1849.117065,	739.724060,	1809.388794,	2497.076416,	2247.665527,	1937.537231,	1998.124878,	2503.456543,	2369.441650,	929.455933,	2657.230957,	781.679810,	2354.090576,	2657.266602,	2010.651489,	1318.343750,	1806.448120,	1734.770996,	2519.250488,	2473.510498,	1690.714966,	2309.265137,	1567.047974,	1420.665527,	1583.786743,	2233.492188,	]
[ 1293.239746,	1580.078735,	530.488647,	737.516968,	1395.746582,	1526.276123,	1000.959778,	1043.582153,	899.462646,	1053.532349,	993.202087,	6.140895,	1449.084229,	1005.326538,	1092.062500,	692.863159,	1111.486084,	1505.763916,	887.495667,	600.527710,	511.524414,	1550.644287,	3.895285,	921.194702,	903.438232,	17.998684,	1580.078735,	10.310143,	1010.627930,	1044.900024,	965.021790,	665.455994,	575.959351,	1583.059448,	0.000000,	180.894394,	1041.738281,	966.421326,	674.130859,	870.256104,	913.087524,	497.201172,	236.786423,	446.030365,	1001.593811,	988.331909,	867.696472,	240.494324,	684.107239,	0.000000,	4.006186,	1054.097412,	497.201172,	984.146973,	240.987839,	1026.781250,	1052.170532,	1425.691284,	850.646423,	617.727295,	490.424255,	674.846069,	343.851227,	13.159487,	321.904541,	1389.133423,	678.794739,	998.996643,	1113.200439,	931.599792,	417.837463,	1032.074707,	237.335175,	929.923340,	626.411865,	17.998684,	928.001587,	1406.427979,	1039.461914,	292.306000,	1093.191772,	1111.684814,	674.130859,	955.651794,	909.543701,	1012.808655,	857.614807,	1387.793701,	1536.324219,	469.805298,	1538.615479,	1025.257446,	921.013123,	3.311486,	3.311486,	1580.078735,	10.526392,	364.841949,	456.950500,	6.991482,	1004.017029,	1524.286133,	344.214966,	1579.674927,	884.842285,	1425.530029,	687.615112,	1529.723633,	479.612427,	1083.327393,	2562.214111,	924.924133,	922.844421,	353.109100,	925.792969,	921.405518,	781.338257,	924.453796,	993.120911,	302.709045,	730.186340,	1576.214355,	1045.893677,	706.491516,	719.324524,	1504.298584,	291.716858,	996.024170,	1195.916260,	944.551758,	490.424255,	1001.429932,	921.791504,	1137.814819,	1112.483032,	1436.298462,	884.176392,	1112.779297,	503.191040,	288.699860,	341.008698,	227.383499,	1012.426941,	999.208801,	1009.054077,	986.989258,	16.045900,	420.148102,	1.321651,	770.686584,	]
[ 1424.512451,	1752.597778,	356.723297,	560.884094,	1574.794922,	1686.116577,	822.364380,	864.277405,	784.787109,	872.877808,	852.821411,	175.696335,	1629.939697,	824.512329,	911.640564,	592.031433,	932.696411,	1680.303711,	773.171326,	471.689667,	333.805450,	1724.844116,	177.001007,	743.915344,	788.784302,	196.300583,	1752.597778,	190.503540,	829.744324,	1078.187378,	806.180847,	548.829163,	483.288269,	1745.613892,	180.894394,	0.000000,	862.115356,	807.362854,	833.075745,	689.899841,	736.702637,	358.189362,	306.688080,	286.415680,	820.720093,	807.616089,	906.821533,	216.537140,	503.502625,	180.894394,	184.035767,	875.292725,	358.189362,	1156.374512,	219.045654,	847.215454,	871.601685,	1606.396851,	884.730103,	452.548798,	313.040741,	834.230957,	200.577621,	184.706589,	178.079590,	1568.054565,	736.605774,	818.261169,	934.365479,	791.859741,	307.430634,	855.979736,	216.554977,	752.048706,	449.413788,	196.300583,	751.766785,	1581.580811,	858.567749,	394.672638,	1126.483765,	933.939575,	833.075745,	785.623779,	896.833496,	831.921021,	891.029114,	1566.912354,	1695.225586,	414.969513,	1696.989014,	847.541321,	813.533691,	181.910477,	181.910477,	1752.597778,	170.378342,	225.971512,	401.562897,	185.907364,	1024.424072,	1681.840820,	196.738297,	1751.719849,	705.229553,	1606.230103,	508.505219,	1688.820190,	568.843445,	903.539978,	2711.713867,	748.958252,	746.560303,	207.391586,	749.736389,	745.049316,	819.339172,	748.182800,	812.245117,	178.149582,	553.295044,	1749.698730,	1074.687256,	858.936157,	624.139954,	1685.172241,	125.621597,	815.256592,	1073.916870,	853.234924,	313.040741,	820.634277,	745.295532,	1316.906982,	933.712830,	1616.992920,	705.778381,	933.975342,	325.522003,	429.950653,	195.152344,	95.142578,	831.550659,	819.682007,	973.601257,	827.346069,	195.702545,	463.811432,	180.760513,	594.480835,	]
[ 2193.022705,	2607.046875,	568.472595,	398.758240,	2416.773438,	2515.755615,	55.117809,	13.337559,	858.389160,	64.366226,	722.689270,	1036.196899,	2485.530518,	141.391769,	66.952774,	865.152100,	77.590202,	2538.053711,	856.004761,	739.958435,	562.478027,	2582.021240,	1037.854614,	303.406281,	859.997070,	1055.830078,	2607.046875,	1051.670288,	123.629662,	1614.870117,	554.956665,	792.482605,	873.942444,	2580.604248,	1041.738281,	862.115356,	0.000000,	553.032715,	1674.085449,	239.079880,	323.887787,	722.855347,	1106.127075,	681.276611,	129.359436,	86.526848,	1492.708008,	968.937622,	380.925476,	1041.738281,	1044.577515,	34.141277,	722.855347,	2012.329468,	971.797729,	223.414505,	56.203091,	2459.825439,	1461.909668,	560.473083,	582.521729,	1675.830933,	777.207520,	1046.535156,	788.023560,	2409.373779,	1403.056885,	153.351242,	78.474083,	708.272400,	821.378418,	105.165298,	972.498291,	287.525665,	473.337036,	1055.830078,	323.841675,	2440.321289,	112.507584,	1202.517822,	1654.794189,	97.096405,	1674.085449,	423.649536,	1333.893066,	105.783997,	1465.040283,	2409.328125,	2522.696045,	964.321411,	2523.264404,	66.167709,	907.557556,	1042.385132,	1042.385132,	2607.046875,	1031.234375,	775.149109,	959.577637,	1047.198608,	1532.775757,	2506.457764,	769.509705,	2605.368652,	257.038452,	2459.595703,	402.797821,	2516.792480,	1327.017456,	42.202526,	3403.325928,	329.659027,	323.821167,	767.830505,	327.746887,	322.674438,	1421.306274,	323.773804,	131.083786,	825.956116,	400.236664,	2605.727295,	1598.545654,	1689.672729,	896.191956,	2541.136719,	776.295715,	150.098297,	955.958679,	1005.205872,	582.521729,	145.057602,	319.792786,	2160.752930,	78.800270,	2470.271973,	289.942932,	78.553780,	569.960266,	1269.053955,	774.165833,	851.828308,	126.201744,	225.295654,	1308.491577,	551.224609,	1057.059082,	1177.462891,	1041.459351,	384.596313,	]
[ 1831.169556,	2365.174072,	463.326538,	316.255737,	2335.929688,	2216.920166,	572.655457,	565.899048,	332.437561,	499.546692,	169.938553,	963.132690,	2360.872314,	412.203766,	534.522888,	433.638153,	614.427734,	2312.423096,	334.038513,	400.604218,	500.448761,	2352.322998,	962.970703,	256.245361,	332.816986,	984.297241,	2365.174072,	973.395569,	430.064728,	1147.896118,	2.555755,	389.302612,	508.120758,	2289.449951,	966.421326,	807.362854,	553.032715,	0.000000,	1441.055176,	358.213928,	237.849991,	476.206818,	903.129395,	522.205811,	423.741394,	470.921234,	1061.674438,	778.729431,	428.608124,	966.421326,	970.326294,	587.138916,	476.206818,	1798.464966,	780.474609,	339.331329,	506.391968,	2344.312500,	1030.095581,	356.185760,	516.404968,	1443.854492,	622.709900,	964.003357,	644.521057,	2330.268555,	1031.487427,	399.945221,	613.840637,	167.216309,	576.002197,	645.323975,	783.101074,	270.163544,	400.572571,	984.297241,	233.341827,	2222.943848,	448.037170,	984.299927,	1181.023315,	644.476990,	1441.055176,	129.390778,	854.624878,	447.637360,	1031.202881,	2327.539307,	2219.896729,	644.612122,	2218.445312,	605.745178,	377.630341,	968.690735,	968.690735,	2365.174072,	957.164368,	602.856934,	647.654724,	968.745178,	1060.896973,	2199.506104,	622.219971,	2360.601318,	324.347382,	2344.321289,	385.157745,	2215.045898,	1036.655884,	564.071045,	3518.668701,	228.212021,	234.751343,	613.345398,	229.928284,	236.347916,	1008.215942,	234.345123,	422.057312,	666.479797,	324.350006,	2370.209229,	1127.397095,	1436.719971,	448.596375,	2413.670898,	682.315979,	402.998138,	412.589935,	475.938538,	516.404968,	408.267578,	239.184906,	2080.381836,	615.548218,	2355.093750,	287.608276,	614.626526,	507.202789,	1078.845093,	625.414551,	739.254333,	427.813690,	329.908112,	795.866821,	21.181969,	976.931580,	884.846863,	966.869751,	289.938202,	]
[ 659.471558,	937.396118,	1113.168335,	1313.528442,	983.160339,	853.334229,	1640.395752,	1678.237061,	1227.401855,	1673.588623,	1393.081909,	680.271729,	955.854004,	1610.069946,	1715.362671,	1032.114990,	1748.596313,	876.116333,	1216.791382,	1042.585449,	1112.865723,	917.930542,	677.500732,	1489.411133,	1230.489136,	666.588074,	937.396118,	663.983765,	1619.196289,	821.921936,	1438.912231,	1056.506958,	936.138367,	912.640442,	674.130859,	833.075745,	1674.085449,	1441.055176,	0.000000,	1469.593262,	1475.715942,	993.952881,	569.853271,	1002.953430,	1609.530762,	1608.395264,	685.848877,	707.987854,	1295.716309,	674.130859,	672.817932,	1691.761108,	993.952881,	357.522919,	705.271118,	1609.812134,	1673.870239,	949.154663,	695.510681,	1158.627808,	1092.349365,	3.929376,	899.979004,	664.596313,	887.250122,	980.445740,	531.176636,	1601.316162,	1750.023315,	1338.075195,	886.183655,	1681.297119,	704.161316,	1502.037109,	1213.438599,	666.588074,	1488.757935,	783.593872,	1649.251099,	474.988953,	856.641785,	1754.124756,	0.000000,	1480.045776,	899.578918,	1625.331543,	701.909302,	974.297974,	862.854980,	796.814819,	864.920044,	1668.606323,	1220.995850,	674.972412,	674.972412,	937.396118,	683.312622,	905.919983,	793.415466,	667.320435,	842.503784,	850.330994,	906.850952,	934.686890,	1474.396851,	949.409485,	1283.389893,	856.348572,	412.839417,	1713.722412,	2371.574219,	1484.143677,	1484.229858,	909.769775,	1485.535767,	1483.345703,	645.229553,	1485.657104,	1601.455566,	850.184204,	1308.259644,	938.767090,	839.833557,	61.099300,	1034.272705,	1003.747864,	899.192871,	1599.400146,	1500.621460,	1186.457397,	1092.349365,	1605.587891,	1484.624634,	761.494873,	1749.696533,	959.636536,	1462.801025,	1749.791626,	1105.122925,	406.394043,	902.231262,	824.063354,	1620.268555,	1582.904785,	1046.861206,	1461.934082,	658.259033,	557.902344,	674.945007,	1341.748901,	]
[ 1964.782104,	2406.555664,	356.746704,	163.800720,	2264.119141,	2301.039307,	236.553009,	249.010559,	632.713318,	213.602676,	519.894592,	865.269653,	2318.726807,	140.510040,	257.176239,	626.318115,	315.256714,	2341.557861,	629.101746,	502.117035,	362.888519,	2384.640625,	866.380249,	111.044800,	634.708252,	886.094727,	2406.555664,	879.551697,	150.654968,	1375.803101,	359.529083,	553.418213,	636.425903,	2367.875977,	870.256104,	689.899841,	239.079880,	358.213928,	1469.593262,	0.000000,	124.337463,	494.062469,	899.831360,	466.823853,	140.870071,	154.830154,	1254.440308,	761.703430,	186.790176,	870.256104,	873.548340,	269.147400,	494.062469,	1815.796021,	764.390625,	161.282425,	216.271988,	2295.831543,	1223.541992,	327.575928,	384.162964,	1471.618652,	570.245789,	872.841919,	584.546204,	2257.266846,	1169.768921,	131.843750,	315.739197,	494.159576,	597.046875,	307.237122,	765.583252,	104.216393,	256.185059,	886.094727,	134.062729,	2245.569092,	180.747314,	994.763672,	1415.814575,	335.769775,	1469.593262,	237.909485,	1095.505859,	159.381821,	1226.580933,	2256.298828,	2307.125244,	732.661865,	2307.250732,	272.138214,	682.268860,	871.465027,	871.465027,	2406.555664,	859.796204,	563.697632,	728.852417,	874.867798,	1293.821899,	2289.916260,	563.942566,	2404.115479,	35.875813,	2295.678223,	186.982864,	2301.432373,	1105.830200,	268.437805,	3332.152832,	137.275848,	130.621002,	560.317871,	136.108002,	128.625488,	1183.996216,	131.641830,	133.181091,	620.384766,	166.830368,	2406.903320,	1359.539062,	1480.519653,	657.778198,	2373.763672,	586.306458,	129.812576,	770.729980,	778.090027,	384.162964,	136.000031,	126.255310,	2006.338867,	316.488220,	2306.453369,	70.871910,	316.036560,	371.112213,	1069.651367,	568.498901,	660.547729,	151.384399,	134.879791,	1074.195801,	363.195465,	884.512878,	953.712402,	870.209167,	145.995621,	]
[ 1936.723389,	2412.432129,	383.120300,	175.818771,	2308.141357,	2291.665527,	337.448273,	336.105682,	534.934082,	278.153198,	404.121918,	908.617859,	2352.943359,	188.881592,	318.273285,	562.318359,	392.189941,	2351.486328,	532.893005,	461.645752,	402.979858,	2393.595459,	909.296936,	20.694078,	536.455444,	929.905762,	2412.432129,	921.717285,	206.015030,	1311.029419,	239.394104,	495.312469,	594.078308,	2360.702393,	913.087524,	736.702637,	323.887787,	237.849991,	1475.715942,	124.337463,	0.000000,	482.763245,	910.449280,	481.295319,	197.955551,	238.583206,	1201.392700,	774.145630,	258.276947,	913.087524,	916.651306,	357.426208,	482.763245,	1827.816650,	776.566711,	143.066956,	283.812653,	2332.117920,	1169.996948,	317.179688,	423.662659,	1478.023926,	589.132324,	913.947632,	606.821655,	2301.666992,	1135.032349,	176.296387,	392.011322,	385.166046,	590.287109,	410.235229,	778.299377,	37.186337,	287.295288,	929.905762,	15.300065,	2257.447021,	230.047287,	1002.176758,	1348.759644,	419.178802,	1475.715942,	113.802559,	1024.073853,	222.137756,	1172.379883,	2300.107666,	2296.674316,	707.414917,	2296.244629,	371.532379,	583.954712,	914.691650,	914.691650,	2412.432129,	902.876343,	577.355530,	705.857788,	916.967590,	1226.732178,	2278.291748,	584.717224,	2409.244629,	88.787010,	2332.018799,	234.101120,	2291.260986,	1094.374756,	341.765015,	3415.071045,	14.674200,	10.021204,	578.974548,	14.465401,	8.355316,	1136.303467,	11.658487,	194.265167,	638.936951,	183.459091,	2414.406738,	1293.135620,	1481.428345,	589.561340,	2407.382080,	622.072815,	178.052597,	649.965027,	681.901917,	423.662659,	184.279205,	8.945973,	2050.274658,	393.381866,	2342.824707,	54.795231,	392.623291,	411.234497,	1084.980469,	588.964905,	692.385437,	204.558746,	120.645302,	989.167419,	240.926132,	926.256836,	940.120300,	913.214966,	142.402267,	]
[ 1471.217896,	1930.000366,	175.852859,	330.796448,	1860.801880,	1811.197998,	703.011658,	730.239868,	431.793884,	706.989441,	497.506836,	494.561676,	1890.767456,	632.318787,	750.446106,	262.020294,	800.427795,	1870.050171,	420.576324,	116.272736,	208.859406,	1911.843384,	493.989960,	497.410522,	435.747864,	515.199829,	1930.000366,	503.270996,	644.117310,	931.436035,	474.557159,	201.374817,	189.262100,	1879.424438,	497.201172,	358.189362,	722.855347,	476.206818,	993.952881,	494.062469,	482.763245,	0.000000,	434.519226,	100.547989,	634.321838,	645.063782,	788.551636,	304.151031,	352.456512,	497.201172,	501.184296,	747.772034,	0.000000,	1347.779175,	306.097748,	620.247437,	709.040344,	1872.774170,	759.266174,	168.129395,	201.277573,	996.344360,	158.273712,	493.354340,	181.074966,	1855.018188,	681.396606,	622.109802,	801.328186,	436.069641,	107.769897,	761.041870,	308.505524,	510.846130,	252.607147,	515.199829,	495.414948,	1776.791870,	674.012695,	522.669800,	975.971069,	814.714661,	993.952881,	490.152771,	681.417603,	653.444275,	763.459167,	1852.458984,	1816.686646,	242.333115,	1816.520752,	736.574463,	465.209412,	499.740448,	499.740448,	1930.000366,	488.619843,	134.163391,	236.912491,	498.756866,	857.732239,	1798.868652,	161.457794,	1926.705322,	491.664948,	1872.749512,	321.190765,	1811.142822,	613.911804,	757.578735,	3058.959961,	490.649475,	491.007568,	150.869186,	492.091949,	490.211670,	710.640808,	492.397644,	626.915955,	194.503067,	327.270294,	1932.282959,	919.617126,	998.708557,	299.287048,	1944.227661,	236.699112,	621.029236,	716.312500,	519.490601,	201.277573,	627.565186,	491.617218,	1604.762085,	801.632629,	1883.545776,	474.801636,	801.405762,	206.511948,	610.942139,	163.203674,	274.857605,	644.550720,	594.086182,	712.335754,	497.240936,	506.305145,	460.603516,	497.793396,	354.682373,	]
[ 1123.035645,	1506.755493,	543.317505,	744.946472,	1435.605713,	1410.893311,	1074.319702,	1110.741699,	759.233887,	1104.051392,	889.416016,	240.378586,	1458.051514,	1040.280029,	1146.017456,	546.970093,	1181.387085,	1442.769531,	747.346619,	504.749023,	543.881104,	1485.486084,	237.179413,	923.199280,	762.995789,	246.022675,	1506.755493,	232.552948,	1049.345337,	808.364380,	901.249023,	543.682739,	431.552917,	1474.784790,	236.786423,	306.688080,	1106.127075,	903.129395,	569.853271,	899.831360,	910.449280,	434.519226,	0.000000,	433.510864,	1039.682251,	1038.974731,	631.434204,	138.140503,	726.523682,	236.786423,	239.118134,	1124.931885,	434.519226,	917.883240,	135.441101,	1041.914185,	1104.459961,	1441.188232,	613.967285,	593.691162,	523.640320,	571.837097,	330.195343,	223.897125,	318.147736,	1430.274902,	445.570618,	1031.602051,	1182.739624,	829.318176,	328.791565,	1118.702515,	134.309479,	935.238037,	643.650818,	246.022675,	923.979187,	1347.768188,	1079.398315,	96.646255,	856.701904,	1188.396606,	569.853271,	924.661560,	681.117371,	1055.508301,	620.911682,	1427.107910,	1418.422363,	296.901489,	1419.348022,	1103.647095,	770.234558,	239.882492,	239.882492,	1506.755493,	238.119400,	336.333679,	287.062347,	231.595688,	767.432129,	1403.046631,	337.248077,	1504.284546,	905.232056,	1441.195312,	713.537781,	1412.367798,	262.469666,	1145.280640,	2692.981445,	919.644470,	919.283813,	339.948395,	920.939270,	918.280212,	544.810547,	920.760254,	1031.603516,	280.589600,	739.429810,	1507.343018,	809.141541,	583.548523,	564.322876,	1511.127075,	337.804047,	1029.643921,	1055.887817,	773.609375,	523.640320,	1035.811646,	919.391663,	1182.134277,	1182.508179,	1451.969360,	894.787048,	1182.554199,	536.276672,	176.493210,	332.612549,	265.989716,	1050.423706,	1014.800476,	790.318970,	924.311218,	229.904587,	183.498886,	238.106857,	773.977600,	]
[ 1515.304810,	1940.164185,	112.805130,	311.921600,	1832.534546,	1836.278687,	654.879089,	687.157532,	524.440125,	673.945923,	569.666504,	442.418549,	1872.559326,	607.333862,	716.583130,	362.438110,	758.044312,	1876.169312,	513.614258,	212.068451,	128.598572,	1918.965576,	442.468475,	492.631927,	528.329834,	463.735321,	1940.164185,	453.522919,	616.903259,	1013.673035,	520.932434,	299.599701,	285.560822,	1902.302368,	446.030365,	286.415680,	681.276611,	522.205811,	1002.953430,	466.823853,	481.295319,	100.547989,	433.510864,	0.000000,	607.185669,	609.569641,	863.698242,	295.596771,	300.800507,	446.030365,	449.868134,	703.007996,	100.547989,	1350.924438,	298.204468,	609.140137,	674.889648,	1852.401611,	835.492554,	172.326172,	114.554955,	1005.017395,	108.006912,	444.583557,	126.982460,	1826.338501,	740.622192,	598.429932,	759.197021,	509.459381,	150.566483,	707.053955,	299.583893,	503.857056,	211.035156,	463.735321,	495.443085,	1780.850830,	647.010498,	528.013733,	1059.242065,	768.615845,	1002.953430,	511.591339,	773.265259,	623.792358,	840.174744,	1824.366455,	1842.800537,	309.578339,	1843.170410,	686.656006,	560.425110,	448.138489,	448.138489,	1940.164185,	436.471161,	97.218895,	300.932556,	448.812225,	942.967834,	1826.141235,	104.434380,	1937.600708,	471.730652,	1852.322144,	281.681549,	1836.994385,	645.982483,	718.794739,	2997.916504,	491.562225,	490.536835,	97.864723,	492.699463,	489.364563,	782.575562,	492.074615,	599.215637,	157.641785,	306.165863,	1940.850708,	1003.280701,	1013.808899,	399.800018,	1926.817993,	160.811508,	596.580933,	801.173096,	618.494568,	114.554955,	602.813416,	490.222961,	1575.117554,	759.210632,	1863.131348,	462.106049,	759.131226,	123.550644,	605.567078,	108.430687,	218.832382,	617.859436,	581.880066,	810.386902,	542.472778,	457.397003,	498.183075,	446.396118,	341.916992,	]
[ 2104.268311,	2546.187500,	496.365204,	303.555084,	2391.634521,	2441.899902,	156.889603,	142.346146,	732.696960,	80.598160,	593.481750,	996.416199,	2450.657227,	13.713980,	122.482773,	752.021851,	194.270706,	2480.545166,	730.786316,	636.666748,	499.745300,	2523.786377,	997.702454,	177.266998,	734.162903,	1016.935547,	2546.187500,	1011.118469,	9.798954,	1502.448120,	425.680573,	681.636475,	771.069397,	2508.683838,	1001.593811,	820.720093,	129.359436,	423.741394,	1609.530762,	140.870071,	197.955551,	634.321838,	1039.682251,	607.185669,	0.000000,	54.747379,	1386.524536,	901.543945,	318.779510,	1001.593811,	1004.755188,	163.496185,	634.321838,	1954.623535,	904.259888,	100.087608,	85.914215,	2426.920898,	1355.389282,	467.122833,	520.860168,	1611.519287,	709.715637,	1004.872375,	723.403564,	2384.597412,	1307.542603,	24.182005,	194.066849,	580.207153,	737.791687,	226.871002,	905.380920,	160.921555,	396.235138,	1016.935547,	196.351120,	2384.223633,	39.882816,	1134.886719,	1541.212769,	222.044479,	1609.530762,	294.381317,	1217.979980,	24.254990,	1358.158936,	2383.930664,	2447.994385,	871.696228,	2448.120850,	186.225006,	781.599426,	1002.630554,	1002.630554,	2546.187500,	991.084534,	703.848938,	868.239319,	1006.485168,	1419.102539,	2430.783447,	703.145874,	2543.855225,	145.276657,	2426.744629,	326.151520,	2442.300293,	1246.620239,	143.810272,	3428.310059,	202.316299,	196.816803,	699.859436,	200.368210,	195.848129,	1318.031616,	196.612946,	8.503058,	759.722961,	307.123230,	2546.285156,	1485.265991,	1620.991577,	781.312805,	2505.890869,	721.955566,	20.744692,	827.263916,	879.707153,	520.860168,	16.102468,	193.009766,	2134.211426,	195.458389,	2437.497070,	172.031921,	194.688171,	507.836243,	1208.529907,	707.732483,	796.841492,	10.866819,	96.874283,	1186.645752,	421.873505,	1016.228088,	1094.344971,	1001.474060,	282.223907,	]
