[ 1831.169556,	2365.174072,	463.326538,	316.255737,	2335.929688,	2216.920166,	572.655457,	565.899048,	332.437561,	499.546692,	169.938553,	963.132690,	2360.872314,	412.203766,	534.522888,	433.638153,	614.427734,	2312.423096,	334.038513,	400.604218,	500.448761,	2352.322998,	962.970703,	256.245361,	332.816986,	984.297241,	2365.174072,	973.395569,	430.064728,	1147.896118,	2.555755,	389.302612,	508.120758,	2289.449951,	966.421326,	807.362854,	553.032715,	0.000000,	1441.055176,	358.213928,	237.849991,	476.206818,	903.129395,	522.205811,	423.741394,	470.921234,	1061.674438,	778.729431,	428.608124,	966.421326,	]
[ 659.471558,	937.396118,	1113.168335,	1313.528442,	983.160339,	853.334229,	1640.395752,	1678.237061,	1227.401855,	1673.588623,	1393.081909,	680.271729,	955.854004,	1610.069946,	1715.362671,	1032.114990,	1748.596313,	876.116333,	1216.791382,	1042.585449,	1112.865723,	917.930542,	677.500732,	1489.411133,	1230.489136,	666.588074,	937.396118,	663.983765,	1619.196289,	821.921936,	1438.912231,	1056.506958,	936.138367,	912.640442,	674.130859,	833.075745,	1674.085449,	1441.055176,	0.000000,	1469.593262,	1475.715942,	993.952881,	569.853271,	1002.953430,	1609.530762,	1608.395264,	685.848877,	707.987854,	1295.716309,	674.130859,	]
[ 1964.782104,	2406.555664,	356.746704,	163.800720,	2264.119141,	2301.039307,	236.553009,	249.010559,	632.713318,	213.602676,	519.894592,	865.269653,	2318.726807,	140.510040,	257.176239,	626.318115,	315.256714,	2341.557861,	629.101746,	502.117035,	362.888519,	2384.640625,	866.380249,	111.044800,	634.708252,	886.094727,	2406.555664,	879.551697,	150.654968,	1375.803101,	359.529083,	553.418213,	636.425903,	2367.875977,	870.256104,	689.899841,	239.079880,	358.213928,	1469.593262,	0.000000,	124.337463,	494.062469,	899.831360,	466.823853,	140.870071,	154.830154,	1254.440308,	761.703430,	186.790176,	870.256104,	]
[ 1936.723389,	2412.432129,	383.120300,	175.818771,	2308.141357,	2291.665527,	337.448273,	336.105682,	534.934082,	278.153198,	404.121918,	908.617859,	2352.943359,	188.881592,	318.273285,	562.318359,	392.189941,	2351.486328,	532.893005,	461.645752,	402.979858,	2393.595459,	909.296936,	20.694078,	536.455444,	929.905762,	2412.432129,	921.717285,	206.015030,	1311.029419,	239.394104,	495.312469,	594.078308,	2360.702393,	913.087524,	736.702637,	323.887787,	237.849991,	1475.715942,	124.337463,	0.000000,	482.763245,	910.449280,	481.295319,	197.955551,	238.583206,	1201.392700,	774.145630,	258.276947,	913.087524,	]
[ 1471.217896,	1930.000366,	175.852859,	330.796448,	1860.801880,	1811.197998,	703.011658,	730.239868,	431.793884,	706.989441,	497.506836,	494.561676,	1890.767456,	632.318787,	750.446106,	262.020294,	800.427795,	1870.050171,	420.576324,	116.272736,	208.859406,	1911.843384,	493.989960,	497.410522,	435.747864,	515.199829,	1930.000366,	503.270996,	644.117310,	931.436035,	474.557159,	201.374817,	189.262100,	1879.424438,	497.201172,	358.189362,	722.855347,	476.206818,	993.952881,	494.062469,	482.763245,	0.000000,	434.519226,	100.547989,	634.321838,	645.063782,	788.551636,	304.151031,	352.456512,	497.201172,	]
[ 1123.035645,	1506.755493,	543.317505,	744.946472,	1435.605713,	1410.893311,	1074.319702,	1110.741699,	759.233887,	1104.051392,	889.416016,	240.378586,	1458.051514,	1040.280029,	1146.017456,	546.970093,	1181.387085,	1442.769531,	747.346619,	504.749023,	543.881104,	1485.486084,	237.179413,	923.199280,	762.995789,	246.022675,	1506.755493,	232.552948,	1049.345337,	808.364380,	901.249023,	543.682739,	431.552917,	1474.784790,	236.786423,	306.688080,	1106.127075,	903.129395,	569.853271,	899.831360,	910.449280,	434.519226,	0.000000,	433.510864,	1039.682251,	1038.974731,	631.434204,	138.140503,	726.523682,	236.786423,	]
[ 1515.304810,	1940.164185,	112.805130,	311.921600,	1832.534546,	1836.278687,	654.879089,	687.157532,	524.440125,	673.945923,	569.666504,	442.418549,	1872.559326,	607.333862,	716.583130,	362.438110,	758.044312,	1876.169312,	513.614258,	212.068451,	128.598572,	1918.965576,	442.468475,	492.631927,	528.329834,	463.735321,	1940.164185,	453.522919,	616.903259,	1013.673035,	520.932434,	299.599701,	285.560822,	1902.302368,	446.030365,	286.415680,	681.276611,	522.205811,	1002.953430,	466.823853,	481.295319,	100.547989,	433.510864,	0.000000,	607.185669,	609.569641,	863.698242,	295.596771,	300.800507,	446.030365,	]
[ 2104.268311,	2546.187500,	496.365204,	303.555084,	2391.634521,	2441.899902,	156.889603,	142.346146,	732.696960,	80.598160,	593.481750,	996.416199,	2450.657227,	13.713980,	122.482773,	752.021851,	194.270706,	2480.545166,	730.786316,	636.666748,	499.745300,	2523.786377,	997.702454,	177.266998,	734.162903,	1016.935547,	2546.187500,	1011.118469,	9.798954,	1502.448120,	425.680573,	681.636475,	771.069397,	2508.683838,	1001.593811,	820.720093,	129.359436,	423.741394,	1609.530762,	140.870071,	197.955551,	634.321838,	1039.682251,	607.185669,	0.000000,	54.747379,	1386.524536,	901.543945,	318.779510,	1001.593811,	]
[ 2116.261719,	2543.626221,	497.200623,	317.212250,	2373.125488,	2445.831543,	103.643219,	98.051460,	772.374512,	65.552788,	639.968079,	982.983398,	2436.244385,	68.461349,	107.095459,	779.639832,	160.788528,	2476.355225,	769.862305,	656.921143,	495.620178,	2519.955811,	984.436768,	218.300797,	774.025757,	1003.148438,	2543.626221,	998.054810,	54.363895,	1529.729248,	472.752869,	707.430725,	791.194641,	2511.631104,	988.331909,	807.616089,	86.526848,	470.921234,	1608.395264,	154.830154,	238.583206,	645.063782,	1038.974731,	609.569641,	54.747379,	0.000000,	1409.259033,	901.105835,	312.749634,	988.331909,	]
[ 791.397766,	1431.204834,	963.282654,	1094.436890,	1657.873901,	1222.264893,	1480.673950,	1501.786865,	751.904724,	1465.307129,	945.132812,	871.528931,	1604.895020,	1381.080322,	1508.472046,	640.538940,	1569.533081,	1404.807739,	745.596985,	752.796692,	990.735840,	1435.768799,	868.286133,	1220.729004,	753.304077,	875.668213,	1431.204834,	862.800903,	1395.938232,	177.868118,	1059.132080,	706.202759,	619.258057,	1299.658813,	867.696472,	906.821533,	1492.708008,	1061.674438,	685.848877,	1254.440308,	1201.392700,	788.551636,	631.434204,	863.698242,	1386.524536,	1409.259033,	0.000000,	690.445374,	1138.728638,	867.696472,	]
[ 1247.952393,	1644.862793,	405.180420,	607.320740,	1557.245605,	1547.150269,	937.995911,	973.759155,	668.304321,	966.115906,	779.853088,	240.738037,	1586.982300,	902.144775,	1008.173889,	458.112793,	1044.496826,	1580.573242,	656.289734,	387.360962,	406.472778,	1623.391235,	238.670197,	786.481567,	672.225525,	256.618378,	1644.862793,	242.192261,	911.208496,	861.680542,	776.979248,	439.686951,	340.230469,	1611.671387,	240.494324,	216.537140,	968.937622,	778.729431,	707.987854,	761.703430,	774.145630,	304.151031,	138.140503,	295.596771,	901.543945,	901.105835,	690.445374,	0.000000,	588.853271,	240.494324,	]
[ 1815.278809,	2230.909424,	188.118622,	112.874268,	2077.372803,	2135.040039,	354.359406,	386.502411,	614.878113,	378.094635,	558.004395,	679.051208,	2133.022217,	321.711731,	419.651825,	545.996094,	457.401184,	2163.934082,	608.027222,	397.103760,	182.874710,	2207.444336,	680.224304,	258.703156,	617.809204,	699.783936,	2230.909424,	693.493286,	328.080750,	1275.136597,	428.849304,	469.481323,	523.640259,	2200.212646,	684.107239,	503.502625,	380.925476,	428.608124,	1295.716309,	186.790176,	258.276947,	352.456512,	726.523682,	300.800507,	318.779510,	312.749634,	1138.728638,	588.853271,	0.000000,	684.107239,	]
[ 1293.239746,	1580.078735,	530.488647,	737.516968,	1395.746582,	1526.276123,	1000.959778,	1043.582153,	899.462646,	1053.532349,	993.202087,	6.140895,	1449.084229,	1005.326538,	1092.062500,	692.863159,	1111.486084,	1505.763916,	887.495667,	600.527710,	511.524414,	1550.644287,	3.895285,	921.194702,	903.438232,	17.998684,	1580.078735,	10.310143,	1010.627930,	1044.900024,	965.021790,	665.455994,	575.959351,	1583.059448,	0.000000,	180.894394,	1041.738281,	966.421326,	674.130859,	870.256104,	913.087524,	497.201172,	236.786423,	446.030365,	1001.593811,	988.331909,	867.696472,	240.494324,	684.107239,	0.000000,	]
];
