Q=[
[ 2270.442139,	2680.442871,	645.248352,	476.014709,	2480.084717,	2591.572998,	110.636543,	70.898819,	926.959106,	115.117897,	784.349426,	1105.862427,	2552.026611,	204.115662,	82.662682,	940.370239,	0.000000,	2610.725342,	925.054443,	816.900635,	638.212158,	2654.843994,	1107.614014,	371.509491,	928.414734,	1125.210815,	2680.442871,	1121.500854,	186.540512,	1690.514160,	616.482117,	868.217712,	951.001709,	2656.105957,	1111.486084,	932.696411,	77.590202,	614.427734,	1748.596313,	315.256714,	392.189941,	800.427795,	1181.387085,	758.044312,	194.270706,	160.788528,	1569.533081,	1044.496826,	457.401184,	1111.486084,	1114.233398,	57.404236,	800.427795,	2085.264160,	1047.374878,	276.893860,	108.742386,	2525.709961,	1538.682007,	637.990051,	658.040771,	1750.295532,	853.057861,	1116.666992,	863.444885,	2472.563965,	1480.635132,	216.699753,	2.375930,	773.553162,	898.744324,	108.734016,	1048.011719,	355.189178,	550.656860,	1125.210815,	390.499573,	2512.701172,	166.390625,	1277.877441,	1730.132568,	34.426765,	1748.596313,	485.716309,	1408.431519,	170.057434,	1541.760010,	2472.734863,	2598.638672,	1041.911499,	2599.270996,	92.122032,	975.834717,	1112.028442,	1112.028442,	2680.442871,	1101.009644,	851.484863,	1037.163574,	1117.082397,	]
[ 739.531799,	96.468300,	1984.833862,	2187.709473,	617.946411,	343.842346,	2501.017334,	2541.240967,	2075.844971,	2541.844971,	2252.261230,	1511.679810,	438.490509,	2481.737061,	2582.794434,	1893.093628,	2610.725342,	0.000000,	2066.125244,	1916.464111,	1981.382812,	46.067993,	1509.538818,	2364.934814,	2078.543213,	1493.928833,	96.468300,	1495.506226,	2490.119385,	1462.120483,	2310.210449,	1924.694214,	1804.796021,	305.791901,	1505.763916,	1680.303711,	2538.053711,	2312.423096,	876.116333,	2341.557861,	2351.486328,	1870.050171,	1442.769531,	1876.169312,	2480.545166,	2476.355225,	1404.807739,	1580.573242,	2163.934082,	1505.763916,	1503.458862,	2553.433838,	1870.050171,	526.032532,	1577.966553,	2484.569336,	2541.633545,	475.671204,	1427.866943,	2034.317261,	1960.467407,	873.707214,	1771.352417,	1499.042358,	1757.168823,	624.853516,	1327.113770,	2473.400879,	2612.293457,	2200.202148,	1762.283691,	2536.282959,	1576.596924,	2377.352295,	2085.532959,	1493.928833,	2364.628174,	101.010376,	2520.039307,	1349.556885,	1473.385498,	2613.515137,	876.116333,	2355.618896,	1657.823242,	2495.380127,	1431.725830,	613.881165,	362.289307,	1668.108398,	372.032227,	2527.236572,	2062.178223,	1505.691895,	1505.691895,	96.468300,	1515.997070,	1778.952148,	1665.714478,	1499.646362,	]
[ 1530.286133,	2110.094727,	527.392578,	510.433533,	2165.329834,	1937.734131,	863.891418,	867.883240,	12.014615,	810.675903,	199.545227,	886.221741,	2165.732422,	721.298523,	849.708191,	200.450653,	925.054443,	2066.125244,	0.000000,	304.313751,	572.302124,	2103.333496,	884.891724,	553.560974,	15.954262,	904.998657,	2110.094727,	891.404907,	738.666565,	817.922302,	331.521118,	224.592712,	317.535217,	2012.682983,	887.495667,	773.171326,	856.004761,	334.038513,	1216.791382,	629.101746,	532.893005,	420.576324,	747.346619,	513.614258,	730.786316,	769.862305,	745.596985,	656.289734,	608.027222,	887.495667,	891.468323,	889.103210,	420.576324,	1570.621582,	656.806580,	660.158752,	816.537354,	2154.498291,	714.482849,	425.200714,	577.140137,	1220.062500,	573.380554,	880.723633,	595.458435,	2160.778320,	747.905090,	708.687927,	924.849915,	168.983932,	471.977478,	935.701721,	660.262451,	569.865417,	528.677490,	904.998657,	534.851257,	1982.458618,	761.352966,	806.193970,	849.350769,	951.910767,	1216.791382,	449.113159,	524.238403,	754.998108,	714.652100,	2156.631348,	1938.912964,	451.427979,	1936.592529,	899.099487,	54.728252,	890.461914,	890.461914,	2110.094727,	880.576233,	547.601807,	460.519165,	887.383118,	]
[ 1475.097290,	1971.913696,	253.593918,	341.710632,	1940.102539,	1836.835815,	728.508850,	748.991455,	315.557465,	714.271118,	394.031830,	598.438477,	1961.062256,	632.209229,	757.685852,	158.624557,	816.900635,	1916.464111,	304.313751,	0.000000,	295.265045,	1957.061646,	597.547119,	479.346649,	319.516327,	618.442688,	1971.913696,	605.744934,	646.251953,	880.717529,	398.594727,	88.426773,	134.437119,	1907.358643,	600.527710,	471.689667,	739.958435,	400.604218,	1042.585449,	502.117035,	461.645752,	116.272736,	504.749023,	212.068451,	636.666748,	656.921143,	752.796692,	387.360962,	397.103760,	600.527710,	604.533691,	768.183472,	116.272736,	1399.589600,	388.701630,	604.404236,	717.585999,	1945.086548,	722.076721,	188.435394,	293.965118,	1045.289917,	271.121918,	595.437744,	293.632294,	1934.686157,	673.631531,	620.804443,	817.477539,	332.513855,	185.343262,	792.533508,	391.685638,	494.662140,	297.915436,	618.442688,	471.889801,	1825.682007,	675.031738,	583.870239,	922.806946,	835.465881,	1042.585449,	442.086884,	612.697815,	658.163513,	725.313110,	1931.629395,	1841.096802,	250.727493,	1840.302979,	763.518860,	349.219971,	603.261597,	603.261597,	1971.913696,	592.580811,	245.792877,	251.565140,	601.401978,	]
[ 1640.665894,	2048.091064,	44.964214,	227.196747,	1907.270874,	1953.374512,	532.577881,	567.412598,	581.798279,	560.934753,	585.026794,	506.857635,	1957.396240,	501.684784,	602.520996,	453.834839,	638.212158,	1981.382812,	572.302124,	295.265045,	0.000000,	2024.815430,	507.694092,	410.139130,	585.407837,	528.028870,	2048.091064,	520.433899,	509.224213,	1138.113892,	499.762238,	381.968231,	397.371582,	2018.127319,	511.524414,	333.805450,	562.478027,	500.448761,	1112.865723,	362.888519,	402.979858,	208.859406,	543.881104,	128.598572,	499.745300,	495.620178,	990.735840,	406.472778,	182.874710,	511.524414,	514.994873,	582.190063,	208.859406,	1455.367554,	409.327179,	516.101990,	561.071777,	1935.190430,	962.205566,	156.144012,	21.310545,	1114.711304,	214.857971,	513.108704,	225.751312,	1900.652222,	869.168518,	494.074188,	639.502625,	529.488037,	279.049133,	581.813660,	410.053497,	418.499054,	115.720024,	528.028870,	418.082184,	1884.763428,	539.001038,	640.143311,	1183.152100,	646.703369,	1112.865723,	458.468292,	890.176758,	514.042419,	966.741943,	1899.316772,	1960.427979,	437.225128,	1961.072876,	563.277832,	623.829712,	512.986694,	512.986694,	2048.091064,	501.200165,	214.707626,	428.977234,	515.701233,	]
[ 754.293457,	59.527020,	2027.895996,	2230.357910,	645.353760,	338.531097,	2545.215576,	2585.282471,	2112.955811,	2585.426270,	2290.376465,	1556.571533,	462.336395,	2524.884766,	2626.466797,	1931.701782,	2654.843994,	46.067993,	2103.333496,	1957.061646,	2024.815430,	0.000000,	1554.412476,	2407.173828,	2115.613525,	1538.902588,	59.527020,	1540.379639,	2533.374512,	1488.792969,	2350.097412,	1964.217407,	1844.467407,	291.220490,	1550.644287,	1724.844116,	2582.021240,	2352.322998,	917.930542,	2384.640625,	2393.595459,	1911.843384,	1485.486084,	1918.965576,	2523.786377,	2519.955811,	1435.768799,	1623.391235,	2207.444336,	1550.644287,	1548.362061,	2597.572754,	1911.843384,	569.720398,	1620.767578,	2527.092285,	2585.265625,	501.326843,	1459.344604,	2076.462158,	2003.933594,	915.589294,	1814.398438,	1543.842407,	1800.383057,	652.644531,	1362.425415,	2516.483154,	2656.402100,	2238.717529,	1804.074097,	2580.813965,	1619.435059,	2419.679932,	2128.553223,	1538.902588,	2406.671143,	147.031586,	2563.317139,	1391.956177,	1498.816162,	2657.815430,	917.930542,	2396.722656,	1689.533203,	2538.749756,	1463.051392,	641.758301,	355.931000,	1708.289307,	365.552155,	2571.564941,	2098.626953,	1550.595093,	1550.595093,	59.527020,	1560.859985,	1821.758301,	1706.076782,	1544.503052,	]
[ 1296.030884,	1583.811401,	526.725952,	733.716370,	1399.577393,	1529.728638,	997.089844,	1039.702637,	896.855164,	1049.637573,	990.115295,	3.376607,	1452.973999,	1001.437866,	1088.169678,	690.444153,	1107.614014,	1509.538818,	884.891724,	597.547119,	507.694092,	1554.412476,	0.000000,	917.386108,	900.832214,	21.328278,	1583.811401,	14.032827,	1006.735962,	1045.425415,	961.575256,	662.727783,	573.618591,	1586.574097,	3.895285,	177.001007,	1037.854614,	962.970703,	677.500732,	866.380249,	909.296936,	493.989960,	237.179413,	442.468475,	997.702454,	984.436768,	868.286133,	238.670197,	680.224304,	3.895285,	7.412649,	1050.224854,	493.989960,	987.861755,	239.206940,	1022.924866,	1048.276367,	1429.574341,	851.115723,	614.121643,	486.598267,	678.227112,	340.446503,	14.754022,	318.465088,	1392.960449,	679.706543,	995.110657,	1109.327759,	928.515564,	415.022583,	1028.242065,	235.555252,	926.102600,	622.600037,	21.328278,	924.214417,	1410.214966,	1035.568726,	293.826691,	1093.731567,	1107.828125,	677.500732,	951.988220,	909.018250,	1008.914368,	858.072327,	1391.626587,	1539.756226,	468.065735,	1542.035645,	1021.400391,	918.552002,	5.751224,	5.751224,	1583.811401,	6.631558,	361.522522,	455.181000,	10.186664,	]
[ 1954.239624,	2426.395264,	392.238068,	183.841660,	2316.710205,	2307.372070,	317.742310,	315.676025,	555.574402,	257.460815,	423.394958,	916.637512,	2363.041504,	168.198914,	297.632721,	582.034485,	371.509491,	2364.934814,	553.560974,	479.346649,	410.139130,	2407.173828,	917.386108,	0.000000,	557.085205,	937.876038,	2426.395264,	929.940125,	185.321335,	1331.071045,	257.865723,	514.554749,	612.204956,	2376.178711,	921.194702,	743.915344,	303.406281,	256.245361,	1489.411133,	111.044800,	20.694078,	497.410522,	923.199280,	492.631927,	177.266998,	218.300797,	1220.729004,	786.481567,	258.703156,	921.194702,	924.719421,	337.004272,	497.410522,	1840.883423,	788.941650,	125.086517,	263.119385,	2341.899414,	1189.357544,	330.840576,	431.038544,	1491.684692,	600.215881,	922.328674,	617.475586,	2310.173828,	1152.925537,	155.617279,	371.326630,	405.329193,	604.695435,	390.538605,	790.605225,	16.575335,	294.799438,	937.876038,	23.623478,	2270.630371,	209.443619,	1015.428284,	1368.914917,	398.569244,	1489.411133,	130.083282,	1044.367798,	201.454514,	1191.784180,	2308.708984,	2312.498291,	724.079712,	2312.127930,	351.639709,	604.573792,	922.737793,	922.737793,	2426.395264,	910.931885,	589.125488,	722.289062,	925.195312,	]
[ 1539.248535,	2122.070312,	540.467896,	518.917725,	2180.167725,	1948.327271,	868.858887,	871.982849,	4.002488,	813.818604,	192.321732,	902.159790,	2179.975830,	724.463684,	852.475891,	216.180069,	928.414734,	2078.543213,	15.954262,	319.516327,	585.407837,	2115.613525,	900.832214,	557.085205,	0.000000,	920.943970,	2122.070312,	907.353149,	741.917236,	822.550171,	330.323608,	240.333542,	333.383484,	2023.417358,	903.438232,	788.784302,	859.997070,	332.816986,	1230.489136,	634.708252,	536.455444,	435.747864,	762.995789,	528.329834,	734.162903,	774.025757,	753.304077,	672.225525,	617.809204,	903.438232,	907.411194,	893.239197,	435.747864,	1583.994629,	672.738770,	661.940857,	819.788940,	2168.886963,	722.303894,	437.309357,	590.562805,	1233.775024,	588.903992,	896.672668,	611.016602,	2175.640625,	759.032410,	711.856018,	928.170044,	166.337845,	487.843689,	940.860962,	676.196106,	573.300598,	539.795471,	920.943970,	537.969543,	1995.164307,	764.183289,	821.461182,	853.289856,	955.627075,	1230.489136,	450.234528,	529.010437,	758.399841,	722.328308,	2171.464355,	1949.379883,	466.941681,	1946.998169,	903.967285,	47.626980,	906.403442,	906.403442,	2122.070312,	896.512756,	563.147217,	476.109009,	903.330017,	]
[ 1289.810303,	1568.807129,	547.496887,	754.266907,	1379.308838,	1517.894531,	1014.636475,	1057.530151,	916.970520,	1068.276978,	1011.173706,	21.395876,	1433.737427,	1020.791016,	1106.605591,	710.082397,	1125.210815,	1493.928833,	904.998657,	618.442688,	528.028870,	1538.902588,	21.328278,	937.876038,	920.943970,	0.000000,	1568.807129,	14.637496,	1025.933594,	1053.107056,	982.902344,	683.128052,	593.049255,	1574.111206,	17.998684,	196.300583,	1055.830078,	984.297241,	666.588074,	886.094727,	929.905762,	515.199829,	246.022675,	463.735321,	1016.935547,	1003.148438,	875.668213,	256.618378,	699.783936,	17.998684,	14.022365,	1067.840088,	515.199829,	973.140503,	257.013763,	1042.952759,	1066.835449,	1410.100586,	859.119080,	635.331970,	506.972748,	667.208557,	361.772858,	25.324015,	339.793152,	1372.657837,	685.439880,	1014.560974,	1126.942505,	949.570496,	435.614380,	1044.959351,	253.361755,	946.499512,	643.076965,	0.000000,	944.843140,	1394.423096,	1054.684937,	296.485016,	1101.332031,	1125.039673,	666.588074,	973.085388,	921.733032,	1027.944702,	866.133728,	1371.377441,	1528.123535,	485.637634,	1530.516357,	1038.625610,	938.295044,	15.610035,	15.610035,	1568.807129,	27.294670,	382.817841,	472.857574,	17.846766,	]
[ 728.150269,	0.000000,	2049.903076,	2250.923584,	704.782959,	294.518921,	2571.170898,	2610.596436,	2119.501465,	2609.004150,	2299.028809,	1586.057007,	521.355957,	2546.966553,	2650.363037,	1941.698975,	2680.442871,	96.468300,	2110.094727,	1971.913696,	2048.091064,	59.527020,	1583.811401,	2426.395264,	2122.070312,	1568.807129,	0.000000,	1569.787109,	2555.820068,	1477.160645,	2362.916260,	1976.359009,	1857.055786,	239.932465,	1580.078735,	1752.597778,	2607.046875,	2365.174072,	937.396118,	2406.555664,	2412.432129,	1930.000366,	1506.755493,	1940.164185,	2546.187500,	2543.626221,	1431.204834,	1644.862793,	2230.909424,	1580.078735,	1577.909668,	2623.271484,	1930.000366,	596.249268,	1642.186768,	2547.141357,	2609.028320,	560.604980,	1455.645264,	2095.555176,	2027.337524,	935.252441,	1836.476074,	1572.897217,	1823.033203,	712.103210,	1365.987183,	2538.346924,	2681.961914,	2248.308838,	1822.294922,	2608.169922,	1640.974121,	2439.166992,	2150.371094,	1568.807129,	2425.305420,	190.480606,	2585.830078,	1412.339722,	1485.277344,	2684.156982,	937.396118,	2412.691650,	1685.968506,	2561.590088,	1459.081055,	701.224426,	310.676849,	1722.254395,	320.054932,	2598.048828,	2103.780762,	1580.142090,	1580.142090,	0.000000,	1590.202637,	1843.048950,	1720.505493,	1573.827515,	]
[ 1283.844482,	1569.787109,	538.966431,	746.214539,	1386.873901,	1516.055908,	1010.986389,	1053.548584,	903.382690,	1063.277710,	998.766602,	16.394600,	1439.605469,	1014.798157,	1101.870239,	696.194580,	1121.500854,	1495.506226,	891.404907,	605.744934,	520.433899,	1540.379639,	14.032827,	929.940125,	907.353149,	14.637496,	1569.787109,	0.000000,	1020.167480,	1040.144897,	971.979126,	669.798767,	579.061951,	1572.797363,	10.310143,	190.503540,	1051.670288,	973.395569,	663.983765,	879.551697,	921.717285,	503.270996,	232.552948,	453.522919,	1011.118469,	998.054810,	862.800903,	242.192261,	693.493286,	10.310143,	9.043056,	1064.109375,	503.270996,	973.846924,	242.558685,	1035.882568,	1061.941528,	1416.323364,	846.038574,	625.399719,	499.303986,	664.688477,	350.705414,	10.832476,	328.906006,	1380.288208,	673.167542,	1008.423157,	1123.211548,	937.158325,	422.521545,	1042.236328,	238.907593,	938.751038,	635.187195,	14.637496,	936.610046,	1396.184692,	1049.034424,	285.415680,	1088.399658,	1121.771240,	663.983765,	963.585388,	907.421509,	1022.415833,	853.034302,	1378.906128,	1526.120117,	471.114227,	1528.421021,	1035.342773,	924.456421,	11.071518,	11.071518,	1569.787109,	20.539604,	371.354004,	458.351349,	4.753555,	]
[ 2114.035645,	2555.820068,	506.028137,	313.347565,	2400.315430,	2451.677246,	154.099609,	136.775894,	740.481628,	72.155472,	599.907837,	1005.437744,	2459.667725,	17.861179,	113.439598,	761.168762,	186.540512,	2490.119385,	738.666565,	646.251953,	509.224213,	2533.374512,	1006.735962,	185.321335,	741.917236,	1025.933594,	2555.820068,	1020.167480,	0.000000,	1511.559937,	432.032745,	690.923279,	780.645081,	2518.447998,	1010.627930,	829.744324,	123.629662,	430.064728,	1619.196289,	150.654968,	206.015030,	644.117310,	1049.345337,	616.903259,	9.798954,	54.363895,	1395.938232,	911.208496,	328.080750,	1010.627930,	1013.779907,	157.744354,	644.117310,	1964.187012,	913.926880,	102.411911,	77.875244,	2435.867920,	1364.791870,	476.904846,	530.324768,	1621.181396,	719.355103,	1013.954346,	732.995056,	2393.265137,	1317.241577,	30.262556,	186.262375,	587.356445,	747.589172,	223.008057,	915.041626,	168.894852,	405.937592,	1025.933594,	203.966553,	2393.769287,	30.119678,	1144.573730,	1550.252441,	214.938461,	1619.196289,	300.791962,	1226.881470,	17.918667,	1367.547119,	2392.620605,	2457.776611,	881.453430,	2457.905273,	182.292526,	789.318481,	1011.652649,	1011.652649,	2555.820068,	1000.116455,	713.545227,	878.008972,	1015.538208,	]
[ 788.480286,	1477.160645,	1107.288940,	1220.381104,	1771.116211,	1242.514893,	1607.405273,	1624.745483,	821.962524,	1582.468262,	1013.555786,	1048.651611,	1702.547119,	1495.820557,	1624.930664,	750.481873,	1690.514160,	1462.120483,	817.922302,	880.717529,	1138.113892,	1488.792969,	1045.425415,	1331.071045,	822.550171,	1053.107056,	1477.160645,	1040.144897,	1511.559937,	0.000000,	1145.342529,	822.387573,	751.499512,	1320.856323,	1044.900024,	1078.187378,	1614.870117,	1147.896118,	821.921936,	1375.803101,	1311.029419,	931.436035,	808.364380,	1013.673035,	1502.448120,	1529.729248,	177.868118,	861.680542,	1275.136597,	1044.900024,	1047.079834,	1644.636353,	931.436035,	1080.003052,	859.213562,	1450.763794,	1586.778442,	1707.424927,	194.755249,	1068.381348,	1127.247192,	825.806458,	973.191772,	1031.903809,	980.396484,	1770.096069,	375.521393,	1483.627319,	1690.864624,	986.544556,	867.056091,	1672.741577,	861.799316,	1347.537109,	1174.404785,	1053.107056,	1317.326538,	1402.385010,	1538.416992,	766.176697,	48.461075,	1711.517456,	821.921936,	1250.413208,	293.696808,	1525.465820,	188.041504,	1762.414795,	1238.165405,	707.563171,	1233.326294,	1642.701416,	784.254395,	1047.943359,	1047.943359,	1477.160645,	1046.477539,	956.729980,	718.103210,	1039.488525,	]
[ 1828.685669,	2362.916260,	462.511322,	316.424500,	2334.161377,	2214.537354,	574.417114,	567.812256,	329.937622,	501.581024,	167.917725,	961.744812,	2358.954834,	414.172241,	536.632385,	431.188995,	616.482117,	2310.210449,	331.521118,	398.594727,	499.762238,	2350.097412,	961.575256,	257.865723,	330.323608,	982.902344,	2362.916260,	971.979126,	432.032745,	1145.342529,	0.000000,	386.993134,	505.860687,	2287.080322,	965.021790,	806.180847,	554.956665,	2.555755,	1438.912231,	359.529083,	239.394104,	474.557159,	901.249023,	520.932434,	425.680573,	472.752869,	1059.132080,	776.979248,	428.849304,	965.021790,	968.928772,	589.058044,	474.557159,	1796.329834,	778.718445,	341.486908,	508.412476,	2342.426514,	1027.553711,	355.159912,	515.649841,	1441.714111,	621.284607,	962.575012,	643.118225,	2328.506592,	1029.040894,	401.901855,	615.900696,	164.766632,	574.204712,	647.098389,	781.351013,	271.850006,	400.214996,	982.902344,	235.009109,	2220.760010,	450.091827,	982.325073,	1178.474121,	646.489807,	1438.912231,	131.307114,	852.073242,	449.592163,	1028.659180,	2325.768555,	2217.505371,	642.434998,	2216.050049,	607.547852,	375.165192,	967.296631,	967.296631,	2362.916260,	955.776184,	601.373901,	645.505432,	967.330994,	]
[ 1451.879272,	1976.359009,	339.326691,	400.192596,	1976.606201,	1828.799194,	786.007446,	802.383606,	236.331100,	761.148315,	346.131622,	663.924255,	1989.404541,	675.691833,	803.975281,	76.514801,	868.217712,	1924.694214,	224.592712,	88.426773,	381.968231,	1964.217407,	662.727783,	514.554749,	240.333542,	683.128052,	1976.359009,	669.798767,	690.923279,	822.387573,	386.993134,	0.000000,	120.368820,	1900.908691,	665.455994,	548.829163,	792.482605,	389.302612,	1056.506958,	553.418213,	495.312469,	201.374817,	543.682739,	299.599701,	681.636475,	707.430725,	706.202759,	439.686951,	469.481323,	665.455994,	669.447571,	822.336731,	201.374817,	1413.964600,	440.535797,	637.861938,	765.204651,	1975.252075,	674.861389,	261.781647,	381.597015,	1059.441284,	349.604462,	659.216919,	371.444855,	1971.538452,	648.940979,	663.725952,	868.593933,	286.877991,	248.219772,	852.720459,	443.837524,	530.688477,	373.503387,	683.128052,	503.475006,	1836.175781,	718.517944,	613.889648,	862.534424,	889.155029,	1056.506958,	455.511505,	544.799133,	704.269714,	677.364990,	1968.029175,	1832.100342,	261.054413,	1830.825195,	821.459351,	265.483704,	668.354797,	668.354797,	1976.359009,	658.202515,	323.706940,	266.352295,	665.661865,	]
[ 1343.793823,	1857.055786,	361.482880,	475.339661,	1860.015625,	1713.031250,	861.436157,	882.829590,	329.523743,	848.705078,	463.286041,	575.220459,	1870.381348,	766.531677,	892.122620,	117.945503,	951.001709,	1804.796021,	317.535217,	134.437119,	397.371582,	1844.467407,	573.618591,	612.204956,	333.383484,	593.049255,	1857.055786,	579.061951,	780.645081,	751.499512,	505.860687,	120.368820,	0.000000,	1784.567627,	575.959351,	483.288269,	873.942444,	508.120758,	936.138367,	636.425903,	594.078308,	189.262100,	431.552917,	285.560822,	771.069397,	791.194641,	619.258057,	340.230469,	523.640259,	575.959351,	579.872925,	901.865356,	189.262100,	1293.599243,	340.558289,	737.090393,	852.004700,	1856.663696,	588.731995,	317.869415,	390.507538,	939.072510,	296.622833,	568.270447,	315.216248,	1855.083740,	541.177307,	755.079773,	951.603088,	405.290131,	177.165512,	924.462036,	344.079926,	627.739624,	422.920105,	593.049255,	603.781311,	1716.029907,	809.371643,	496.929871,	794.669617,	969.180969,	936.138367,	566.356262,	493.154419,	792.597534,	592.149536,	1851.403564,	1716.712158,	141.535233,	1715.632324,	896.264771,	346.157532,	579.041870,	579.041870,	1857.055786,	569.775635,	271.543488,	147.949829,	575.258667,	]
[ 539.918518,	239.932465,	2014.444580,	2207.625244,	919.054260,	78.350052,	2549.064209,	2585.405273,	2021.203125,	2576.208252,	2207.420898,	1589.183105,	743.271240,	2508.085938,	2618.710693,	1858.154419,	2656.105957,	305.791901,	2012.682983,	1907.358643,	2018.127319,	291.220490,	1586.574097,	2376.178711,	2023.417358,	1574.111206,	239.932465,	1572.797363,	2518.447998,	1320.856323,	2287.080322,	1900.908691,	1784.567627,	0.000000,	1583.059448,	1745.613892,	2580.604248,	2289.449951,	912.640442,	2367.875977,	2360.702393,	1879.424438,	1474.784790,	1902.302368,	2508.683838,	2511.631104,	1299.658813,	1611.671387,	2200.212646,	1583.059448,	1581.440063,	2599.708984,	1879.424438,	623.074280,	1608.808105,	2499.621338,	2577.036621,	779.161255,	1326.816284,	2047.327881,	1998.124878,	911.420532,	1803.489014,	1574.248657,	1792.667603,	925.450317,	1265.261475,	2498.586182,	2657.441650,	2160.661865,	1773.140503,	2592.115967,	1608.125977,	2389.976318,	2113.217041,	1574.111206,	2372.646240,	352.531342,	2548.564453,	1378.243408,	1322.667236,	2663.104736,	912.640442,	2349.156250,	1554.816406,	2525.884521,	1329.241699,	914.421814,	85.295029,	1656.830688,	92.402115,	2578.137695,	2000.388672,	1583.636108,	1583.636108,	239.932465,	1592.614746,	1806.614990,	1656.978516,	1576.397095,	]
[ 1293.239746,	1580.078735,	530.488647,	737.516968,	1395.746582,	1526.276123,	1000.959778,	1043.582153,	899.462646,	1053.532349,	993.202087,	6.140895,	1449.084229,	1005.326538,	1092.062500,	692.863159,	1111.486084,	1505.763916,	887.495667,	600.527710,	511.524414,	1550.644287,	3.895285,	921.194702,	903.438232,	17.998684,	1580.078735,	10.310143,	1010.627930,	1044.900024,	965.021790,	665.455994,	575.959351,	1583.059448,	0.000000,	180.894394,	1041.738281,	966.421326,	674.130859,	870.256104,	913.087524,	497.201172,	236.786423,	446.030365,	1001.593811,	988.331909,	867.696472,	240.494324,	684.107239,	0.000000,	4.006186,	1054.097412,	497.201172,	984.146973,	240.987839,	1026.781250,	1052.170532,	1425.691284,	850.646423,	617.727295,	490.424255,	674.846069,	343.851227,	13.159487,	321.904541,	1389.133423,	678.794739,	998.996643,	1113.200439,	931.599792,	417.837463,	1032.074707,	237.335175,	929.923340,	626.411865,	17.998684,	928.001587,	1406.427979,	1039.461914,	292.306000,	1093.191772,	1111.684814,	674.130859,	955.651794,	909.543701,	1012.808655,	857.614807,	1387.793701,	1536.324219,	469.805298,	1538.615479,	1025.257446,	921.013123,	3.311486,	3.311486,	1580.078735,	10.526392,	364.841949,	456.950500,	6.991482,	]
[ 1424.512451,	1752.597778,	356.723297,	560.884094,	1574.794922,	1686.116577,	822.364380,	864.277405,	784.787109,	872.877808,	852.821411,	175.696335,	1629.939697,	824.512329,	911.640564,	592.031433,	932.696411,	1680.303711,	773.171326,	471.689667,	333.805450,	1724.844116,	177.001007,	743.915344,	788.784302,	196.300583,	1752.597778,	190.503540,	829.744324,	1078.187378,	806.180847,	548.829163,	483.288269,	1745.613892,	180.894394,	0.000000,	862.115356,	807.362854,	833.075745,	689.899841,	736.702637,	358.189362,	306.688080,	286.415680,	820.720093,	807.616089,	906.821533,	216.537140,	503.502625,	180.894394,	184.035767,	875.292725,	358.189362,	1156.374512,	219.045654,	847.215454,	871.601685,	1606.396851,	884.730103,	452.548798,	313.040741,	834.230957,	200.577621,	184.706589,	178.079590,	1568.054565,	736.605774,	818.261169,	934.365479,	791.859741,	307.430634,	855.979736,	216.554977,	752.048706,	449.413788,	196.300583,	751.766785,	1581.580811,	858.567749,	394.672638,	1126.483765,	933.939575,	833.075745,	785.623779,	896.833496,	831.921021,	891.029114,	1566.912354,	1695.225586,	414.969513,	1696.989014,	847.541321,	813.533691,	181.910477,	181.910477,	1752.597778,	170.378342,	225.971512,	401.562897,	185.907364,	]
[ 2193.022705,	2607.046875,	568.472595,	398.758240,	2416.773438,	2515.755615,	55.117809,	13.337559,	858.389160,	64.366226,	722.689270,	1036.196899,	2485.530518,	141.391769,	66.952774,	865.152100,	77.590202,	2538.053711,	856.004761,	739.958435,	562.478027,	2582.021240,	1037.854614,	303.406281,	859.997070,	1055.830078,	2607.046875,	1051.670288,	123.629662,	1614.870117,	554.956665,	792.482605,	873.942444,	2580.604248,	1041.738281,	862.115356,	0.000000,	553.032715,	1674.085449,	239.079880,	323.887787,	722.855347,	1106.127075,	681.276611,	129.359436,	86.526848,	1492.708008,	968.937622,	380.925476,	1041.738281,	1044.577515,	34.141277,	722.855347,	2012.329468,	971.797729,	223.414505,	56.203091,	2459.825439,	1461.909668,	560.473083,	582.521729,	1675.830933,	777.207520,	1046.535156,	788.023560,	2409.373779,	1403.056885,	153.351242,	78.474083,	708.272400,	821.378418,	105.165298,	972.498291,	287.525665,	473.337036,	1055.830078,	323.841675,	2440.321289,	112.507584,	1202.517822,	1654.794189,	97.096405,	1674.085449,	423.649536,	1333.893066,	105.783997,	1465.040283,	2409.328125,	2522.696045,	964.321411,	2523.264404,	66.167709,	907.557556,	1042.385132,	1042.385132,	2607.046875,	1031.234375,	775.149109,	959.577637,	1047.198608,	]
